speaker_id,target_id,approach,n_refs,strategy,seed,output_path,tts_time_s,eval_time_s,utmos,speaker_sim,wer,cer,sbs_f1,transcript
1995,1995_1837_000019_000002,embed_avg,5,longest,42,outputs/fewshot/1995/1995_1995_1837_000019_000002_embed_avg_5refs_longest_seed42.wav,13.68,0.42,4.493,0.9534,0.08,0.0153,,"So the world was happy and the face of the black belt green and luxuriant, with thickening flecks of the coming foam of the cotton."
1995,1995_1837_000019_000002,embed_avg,5,longest,123,outputs/fewshot/1995/1995_1995_1837_000019_000002_embed_avg_5refs_longest_seed123.wav,12.87,0.42,4.461,0.9475,0.0,0.0,,"So the world was happy, and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton."
1995,1995_1837_000019_000002,embed_avg,5,longest,456,outputs/fewshot/1995/1995_1995_1837_000019_000002_embed_avg_5refs_longest_seed456.wav,13.44,0.42,4.5,0.9398,0.04,0.0076,,So the world was happy and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton.
1995,1995_1837_000019_000002,concat_audio,1,random,42,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_1refs_random_seed42.wav,11.88,0.42,4.487,0.9223,0.0,0.0,,"So the world was happy, and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton."
1995,1995_1837_000019_000002,concat_audio,1,random,123,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_1refs_random_seed123.wav,14.27,0.4,4.474,0.9667,0.0,0.0,,"So the world was happy, and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton."
1995,1995_1837_000019_000002,concat_audio,1,random,456,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_1refs_random_seed456.wav,14.0,0.42,4.487,0.9474,0.08,0.0153,,so the world was happy and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton.
1995,1995_1837_000019_000002,concat_audio,1,longest,42,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_1refs_longest_seed42.wav,15.37,0.42,4.538,0.9689,0.12,0.0229,,so the world was happy and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton
1995,1995_1837_000019_000002,concat_audio,1,longest,123,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_1refs_longest_seed123.wav,14.36,0.4,4.519,0.9704,0.04,0.0076,,So the world was happy and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton.
1995,1995_1837_000019_000002,concat_audio,1,longest,456,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_1refs_longest_seed456.wav,15.44,0.42,4.509,0.9757,0.04,0.0076,,So the world was happy and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton.
1995,1995_1837_000019_000002,concat_audio,2,random,42,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_2refs_random_seed42.wav,12.06,0.4,4.512,0.9114,0.04,0.0076,,So the world was happy and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton.
1995,1995_1837_000019_000002,concat_audio,2,random,123,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_2refs_random_seed123.wav,13.26,0.41,4.417,0.9728,0.0,0.0,,"So the world was happy, and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton."
1995,1995_1837_000019_000002,concat_audio,2,random,456,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_2refs_random_seed456.wav,13.81,0.41,4.466,0.9776,0.0,0.0,,"So the world was happy, and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton."
1995,1995_1837_000019_000002,concat_audio,2,longest,42,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_2refs_longest_seed42.wav,12.58,0.41,4.505,0.9665,0.0,0.0,,"So the world was happy, and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton."
1995,1995_1837_000019_000002,concat_audio,2,longest,123,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_2refs_longest_seed123.wav,13.96,0.4,4.481,0.98,0.04,0.0076,,So the world was happy and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton.
1995,1995_1837_000019_000002,concat_audio,2,longest,456,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_2refs_longest_seed456.wav,14.81,0.42,4.482,0.9775,0.0,0.0,,"So the world was happy, and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton."
1995,1995_1837_000019_000002,concat_audio,3,random,42,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_3refs_random_seed42.wav,12.94,0.41,4.442,0.9766,0.0,0.0,,"So the world was happy, and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton."
1995,1995_1837_000019_000002,concat_audio,3,random,123,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_3refs_random_seed123.wav,13.05,0.41,4.479,0.9783,0.0,0.0,,"So the world was happy, and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton."
1995,1995_1837_000019_000002,concat_audio,3,random,456,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_3refs_random_seed456.wav,13.02,0.41,4.47,0.9787,0.0,0.0,,"So the world was happy, and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton."
1995,1995_1837_000019_000002,concat_audio,3,longest,42,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_3refs_longest_seed42.wav,14.13,0.4,4.457,0.9871,0.04,0.0076,,So the world was happy and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton.
1995,1995_1837_000019_000002,concat_audio,3,longest,123,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_3refs_longest_seed123.wav,14.27,0.4,4.483,0.9849,0.04,0.0076,,So the world was happy and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton.
1995,1995_1837_000019_000002,concat_audio,3,longest,456,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_3refs_longest_seed456.wav,13.38,0.4,4.477,0.9779,0.04,0.0076,,So the world was happy and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton.
1995,1995_1837_000019_000002,concat_audio,5,random,42,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_5refs_random_seed42.wav,12.92,0.41,4.473,0.9623,0.0,0.0,,"So the world was happy, and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton."
1995,1995_1837_000019_000002,concat_audio,5,random,123,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_5refs_random_seed123.wav,14.01,0.41,4.463,0.9699,0.0,0.0,,"So the world was happy, and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton."
1995,1995_1837_000019_000002,concat_audio,5,random,456,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_5refs_random_seed456.wav,12.59,0.41,4.468,0.9716,0.0,0.0,,"So the world was happy, and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton."
1995,1995_1837_000019_000002,concat_audio,5,longest,42,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_5refs_longest_seed42.wav,14.41,0.41,4.405,0.9809,0.0,0.0,,"So the world was happy, and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton."
1995,1995_1837_000019_000002,concat_audio,5,longest,123,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_5refs_longest_seed123.wav,14.25,0.41,4.463,0.9847,0.0,0.0,,"So the world was happy, and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton."
1995,1995_1837_000019_000002,concat_audio,5,longest,456,outputs/fewshot/1995/1995_1995_1837_000019_000002_concat_audio_5refs_longest_seed456.wav,14.2,0.41,4.439,0.982,0.0,0.0,,"So the world was happy, and the face of the black belt green and luxuriant with thickening flecks of the coming foam of the cotton."
1995,1995_1837_000020_000001,single_baseline,1,random,42,outputs/fewshot/1995/1995_1995_1837_000020_000001_single_baseline_1refs_random_seed42.wav,24.8,0.69,4.527,0.8938,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers, but now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,single_baseline,1,random,123,outputs/fewshot/1995/1995_1995_1837_000020_000001_single_baseline_1refs_random_seed123.wav,29.22,0.68,4.525,0.965,0.1087,0.0184,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now at last, weakly she opened her eyes and questioned."
1995,1995_1837_000020_000001,single_baseline,1,random,456,outputs/fewshot/1995/1995_1995_1837_000020_000001_single_baseline_1refs_random_seed456.wav,29.16,0.7,4.544,0.9629,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,1,random,42,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_1refs_random_seed42.wav,28.46,0.66,4.524,0.9177,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,1,random,123,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_1refs_random_seed123.wav,28.47,0.68,4.531,0.9219,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,1,random,456,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_1refs_random_seed456.wav,27.11,0.68,4.531,0.9238,0.0652,0.011,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers, but now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,1,longest,42,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_1refs_longest_seed42.wav,31.49,0.7,4.538,0.9521,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,1,longest,123,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_1refs_longest_seed123.wav,28.42,0.68,4.535,0.9528,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,1,longest,456,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_1refs_longest_seed456.wav,28.76,0.68,4.528,0.9391,0.1087,0.0184,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now at last weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,2,random,42,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_2refs_random_seed42.wav,29.21,0.69,4.541,0.9018,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,2,random,123,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_2refs_random_seed123.wav,28.03,0.66,4.513,0.9437,0.1087,0.0184,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,2,random,456,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_2refs_random_seed456.wav,29.25,0.66,4.538,0.938,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers, but now at last weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,2,longest,42,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_2refs_longest_seed42.wav,29.72,0.67,4.517,0.9146,0.1087,0.0184,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now at last weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,2,longest,123,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_2refs_longest_seed123.wav,29.85,0.67,4.528,0.9364,0.1087,0.0184,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,2,longest,456,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_2refs_longest_seed456.wav,29.68,0.67,4.541,0.9451,0.1087,0.0184,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,3,random,42,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_3refs_random_seed42.wav,29.89,0.69,4.525,0.9532,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,3,random,123,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_3refs_random_seed123.wav,31.73,0.68,4.552,0.9565,0.1087,0.0184,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,3,random,456,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_3refs_random_seed456.wav,27.21,0.66,4.514,0.9331,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers, but now at last weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,3,longest,42,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_3refs_longest_seed42.wav,28.92,0.66,4.551,0.9377,0.1304,0.0221,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers. But now at last weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,3,longest,123,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_3refs_longest_seed123.wav,29.27,0.68,4.536,0.9203,0.1304,0.0221,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers. But now, at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,3,longest,456,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_3refs_longest_seed456.wav,29.1,0.69,4.544,0.9489,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,5,random,42,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_5refs_random_seed42.wav,30.93,0.68,4.539,0.9417,0.1304,0.0221,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now, at last weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,5,random,123,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_5refs_random_seed123.wav,29.25,0.68,4.522,0.9443,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,5,random,456,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_5refs_random_seed456.wav,28.32,0.67,4.538,0.8995,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,5,longest,42,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_5refs_longest_seed42.wav,29.18,0.69,4.526,0.9412,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,5,longest,123,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_5refs_longest_seed123.wav,27.54,0.67,4.528,0.9348,0.0652,0.011,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers, but now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,embed_avg,5,longest,456,outputs/fewshot/1995/1995_1995_1837_000020_000001_embed_avg_5refs_longest_seed456.wav,31.27,0.69,4.539,0.9259,0.0652,0.011,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers, but now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,1,random,42,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_1refs_random_seed42.wav,25.65,0.67,4.522,0.9053,0.1087,0.0184,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,1,random,123,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_1refs_random_seed123.wav,30.82,0.71,4.505,0.9586,0.1087,0.0184,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now, at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,1,random,456,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_1refs_random_seed456.wav,27.35,0.68,4.532,0.9469,0.1087,0.0184,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now, at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,1,longest,42,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_1refs_longest_seed42.wav,32.02,0.7,4.534,0.9718,0.0652,0.011,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers, but now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,1,longest,123,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_1refs_longest_seed123.wav,30.99,0.69,4.53,0.9711,0.0652,0.011,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers, but now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,1,longest,456,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_1refs_longest_seed456.wav,30.31,0.68,4.531,0.9653,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,2,random,42,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_2refs_random_seed42.wav,27.01,0.68,4.543,0.8729,0.0652,0.011,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers, but now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,2,random,123,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_2refs_random_seed123.wav,29.82,0.68,4.522,0.9805,0.1304,0.0294,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers, but now, at last, weakly, she opened her eyes in question."
1995,1995_1837_000020_000001,concat_audio,2,random,456,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_2refs_random_seed456.wav,28.11,0.67,4.51,0.9742,0.1087,0.0184,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,2,longest,42,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_2refs_longest_seed42.wav,29.06,0.69,4.542,0.9693,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,2,longest,123,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_2refs_longest_seed123.wav,28.97,0.69,4.534,0.9659,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,2,longest,456,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_2refs_longest_seed456.wav,29.22,0.67,4.533,0.9673,0.1304,0.0221,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers. But now, at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,3,random,42,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_3refs_random_seed42.wav,28.59,0.67,4.508,0.9457,0.1087,0.0184,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,3,random,123,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_3refs_random_seed123.wav,28.79,0.67,4.524,0.9675,0.0652,0.011,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers, but now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,3,random,456,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_3refs_random_seed456.wav,27.98,0.66,4.527,0.9682,0.1087,0.0184,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,3,longest,42,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_3refs_longest_seed42.wav,29.94,0.67,4.528,0.9814,0.1087,0.0184,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,3,longest,123,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_3refs_longest_seed123.wav,27.64,0.69,4.524,0.9902,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,3,longest,456,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_3refs_longest_seed456.wav,29.59,0.68,4.512,0.9806,0.1087,0.0184,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now at last, weakly she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,5,random,42,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_5refs_random_seed42.wav,27.43,0.68,4.505,0.9712,0.1087,0.0184,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers. But now, at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,5,random,123,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_5refs_random_seed123.wav,29.3,0.65,4.534,0.9696,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers, but now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,5,random,456,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_5refs_random_seed456.wav,26.27,0.66,4.504,0.9655,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers, but now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,5,longest,42,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_5refs_longest_seed42.wav,28.9,0.69,4.5,0.9907,0.087,0.0147,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers, but now, at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,5,longest,123,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_5refs_longest_seed123.wav,29.81,0.67,4.529,0.9877,0.0652,0.011,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life, with gnarled and creeping fingers, but now at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000020_000001,concat_audio,5,longest,456,outputs/fewshot/1995/1995_1995_1837_000020_000001_concat_audio_5refs_longest_seed456.wav,29.42,0.68,4.502,0.9806,0.1087,0.0184,,"The net and web of endless things had been crawling and creeping around her. She had struggled in dumb, speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers, but now, at last, weakly, she opened her eyes and questioned."
1995,1995_1837_000010_000005,single_baseline,1,random,42,outputs/fewshot/1995/1995_1995_1837_000010_000005_single_baseline_1refs_random_seed42.wav,8.24,0.31,4.485,0.9066,0.1818,0.0253,,"To her all things meant something, nothing was aimless, nothing merely happened."
1995,1995_1837_000010_000005,single_baseline,1,random,123,outputs/fewshot/1995/1995_1995_1837_000010_000005_single_baseline_1refs_random_seed123.wav,10.36,0.3,4.515,0.9553,0.1818,0.0127,,"To her all things meant something nothing was aimless, nothing merely happened."
1995,1995_1837_000010_000005,single_baseline,1,random,456,outputs/fewshot/1995/1995_1995_1837_000010_000005_single_baseline_1refs_random_seed456.wav,9.11,0.31,4.477,0.942,0.3636,0.038,,To her all things meant something nothing was aimless. Nothing merely happened.
1995,1995_1837_000010_000005,embed_avg,1,random,42,outputs/fewshot/1995/1995_1995_1837_000010_000005_embed_avg_1refs_random_seed42.wav,10.63,0.33,4.503,0.8728,0.3636,0.0633,,To her all things meant something. Nothing was aimless. Nothing merely happened.
